strain	submitting_lab	originating_lab	virus	segment
B/NorthCarolina/1/2021-egg	centers_for_disease_control_and_prevention	north_carolina_state_laboratory_of_public_health	vic	ha
B/NorthCarolina/1/2021	centers_for_disease_control_and_prevention	north_carolina_state_laboratory_of_public_health	vic	ha
B/Guatemala/104704/2021	fundación_para_la_salud_integral_de_los_guatemaltecos	fundación_para_la_salud_integral_de_los_guatemaltecos_(funsalud)	vic	ha
B/Wisconsin/1/2021	centers_for_disease_control_and_prevention	wisconsin_state_laboratory_of_hygiene	vic	ha
B/Guatemala/102703/2021	fundación_para_la_salud_integral_de_los_guatemaltecos	fundación_para_la_salud_integral_de_los_guatemaltecos_(funsalud)	vic	ha
B/Honduras/7027/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Guatemala/102705/2021	fundación_para_la_salud_integral_de_los_guatemaltecos	fundación_para_la_salud_integral_de_los_guatemaltecos_(funsalud)	vic	ha
B/Guatemala/63/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Guatemala/104004_2/2021	fundación_para_la_salud_integral_de_los_guatemaltecos	fundación_para_la_salud_integral_de_los_guatemaltecos_(funsalud)	vic	ha
B/Honduras/2687/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Honduras/9422/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Honduras/6994/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/NorthCarolina/2/2021	centers_for_disease_control_and_prevention	north_carolina_state_laboratory_of_public_health	vic	ha
B/Honduras/5404/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Honduras/3676/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Honduras/9430/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/Honduras/3682/2021	centers_for_disease_control_and_prevention	laboratorio_nacional_de_virologia	vic	ha
B/NewMexico/1/2021	centers_for_disease_control_and_prevention	new_mexico_department_of_health	vic	ha
B/NewMexico/2/2021	centers_for_disease_control_and_prevention	new_mexico_department_of_health	vic	ha
B/Panama/M101762/2021	centers_for_disease_control_and_prevention	instituto_conmemorativo_gorgas_de_estudios_de_la_salud	vic	ha
B/Arizona/3/2021	centers_for_disease_control_and_prevention	arizona_department_of_health_services	vic	ha
B/Arizona/2/2021	centers_for_disease_control_and_prevention	arizona_department_of_health_services	vic	ha
B/Arizona/1/2021	centers_for_disease_control_and_prevention	arizona_department_of_health_services	vic	ha
B/Guatemala/5/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Guatemala/256/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Arizona/2/2022	centers_for_disease_control_and_prevention	arizona_department_of_health_services	vic	ha
B/Guatemala/14/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Texas/4/2021	centers_for_disease_control_and_prevention	texas_department_of_state_health_services_laboratory_services	vic	ha
B/Guatemala/203008/2021	fundación_para_la_salud_integral_de_los_guatemaltecos	fundación_para_la_salud_integral_de_los_guatemaltecos_(funsalud)	vic	ha
B/Guatemala/814/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Guatemala/828/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_salud_guatemala	vic	ha
B/Nicaragua/3206/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/SJCRH-740863/2022		st._jude_children's_research_hospital	vic	ha
B/Nicaragua/SJCRH-740862/2022		st._jude_children's_research_hospital	vic	ha
B/Nicaragua/4712/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/11522-13AV1/2022		st._jude_children's_research_hospital,_host_microbe_interactions	vic	ha
B/Nicaragua/511/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/1702/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/SJCRH-740885/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/SJCRH-740889/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/SJCRH-740882/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/4027/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/CostaRica/4327/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_influenza	vic	ha
B/Nicaragua/4804/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/SJCRH-740894/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/SJCRH-740887/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/12108-11AV1/2022		st._jude_children's_research_hospital,_host_microbe_interactions	vic	ha
B/Nicaragua/SJCRH-740893/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/3027/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/2413/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/CostaRica/INC-0989-779275/2022	inciensa,_investigación_y_enseñanza_en_nutrición_y_salud	diagnóstico_molecular,_laboratorio_clínico,_hospital_dr._enrique_baltodano_briceño,_caja_costarricense_de_seguro_social_(ccss)	vic	ha
B/CostaRica/5405/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_influenza	vic	ha
B/CostaRica/4053/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_influenza	vic	ha
B/Nicaragua/SJCRH-740888/2022	st._jude_children's_research_hospital	st._jude_children's_research_hospital	vic	ha
B/Nicaragua/9506-23AV1/2022		st._jude_children's_research_hospital,_host_microbe_interactions	vic	ha
B/CostaRica/2253/2022	centers_for_disease_control_and_prevention	laboratorio_nacional_de_influenza	vic	ha
B/Nicaragua/5408/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/3018/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Nicaragua/6204/2022	centers_for_disease_control_and_prevention	laboratorio_de_virologia,_direccion_de_microbiologia	vic	ha
B/Gunma/43/2020	national_institute_of_infectious_diseases_(niid)	gunma_prefectural_institute_of_public_health_and_environmental_sciences	vic	ha
B/Santiago/14751/2020-egg	centers_for_disease_control_and_prevention	instituto_de_salud_publica_de_chile	vic	ha
B/Santiago/1391/2020-egg	centers_for_disease_control_and_prevention	instituto_de_salud_publica_de_chile	vic	ha
B/Zhejiang-Nanhu/1415/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Jiangxi-Yuanzhou/1336/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hunan-Jiahe/327/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Sichuan-Qingyang/12039/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Singapore/TT0473/2020	who_collaborating_centre_for_reference_and_research_on_influenza	ministry_of_health,_singapore	vic	ha
B/Yokohama/2/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Alaska/12/2019	centers_for_disease_control_and_prevention	alaska_state_virology_lab	vic	ha
B/Argentina/92/2020	centers_for_disease_control_and_prevention	instituto_nacional_de_enfermedades_infecciosas	vic	ha
B/Switzerland/7929/2019	crick_worldwide_influenza_centre	hopital_cantonal_universitaire_de_geneves	vic	ha
B/Switzerland/5198/2019	crick_worldwide_influenza_centre	swiss_national_reference_centre_for_influenza	vic	ha
B/Mie/6/2019	national_institute_of_infectious_diseases_(niid)	mie_prefecture_health_and_environment_research_institute	vic	ha
B/Utsunomiya/6/2019	national_institute_of_infectious_diseases_(niid)	utsunomiya_city_institute_of_public_health_and_environment_science	vic	ha
B/Bhutan/236/2019	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	ha
B/Bhutan/889/2019	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	ha
B/Bhutan/879/2019	centers_for_disease_control_and_prevention	royal_centre_for_disease_control	vic	ha
B/Finland/124/2019	national_institute_for_health_and_welfare	national_institute_for_health_and_welfare	vic	ha
B/Shanghai-Songjiang/1923/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Songjiang/1895/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Parana/20/2020	instituto_oswaldo_cruz_fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)	laboratório_central_do_estado_do_paraná___lacen/pr	vic	ha
B/Victoria/5/2020	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/Hunan-Daxaing/120/2020-egg	centers_for_disease_control_and_prevention	who_chinese_national_influenza_center	vic	ha
B/Hunan-Daxiang/120/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Tianjin-Hedong/1507/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Tianjin-Jinnan/3137/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Tianjin-Nankai/187/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Singapore/TT0476/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Tianjin-Hedong/1507/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Jingan/11943/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Kitakyushu/3/2019	national_institute_of_infectious_diseases_(niid)	kitakyusyu_city_institute_of_enviromental_sciences	vic	ha
B/Tianjin-Nankai/121/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hubei-Hanyang/311/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Ontario/RV0926/2020	public_health_agency_of_canada_(phac)	ontario_agency_for_health_protection_and_promotion_(oahpp)	vic	ha
B/Victoria/13/2020	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	ha
B/Shanghai-Huangpu/1935/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Huangpu/1935/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Tianjin-Nankai/11134/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hebei-Luquan/114/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hubei-Echeng/11625/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/1487/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/1487/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/122/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/1483/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/1719/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Xinluo/1719/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hebei-Luquan/89/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guizhou-Pingba/35/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hebei-Luquan/1179/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Victoria/6/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/Hebei-Luquan/1179/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangxi-Xixiangtang/1423/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangxi-Xixiangtang/1423/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Sichuan-Gaoxin/11042/2018	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Jiading/1274/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangdong-Huicheng/1943/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Huangpu/1531/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Huangpu/1531/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Henan-Longting/113/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Zhejiang-Nanhu/1459/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Cangshan/1876/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shandong-Dongying/160/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Victoria/2078/2019	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	ha
B/Ulsan/1316/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Jeonnam/1343/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangxi-Xixiangtang/1456/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangxi-Xixiangtang/1456/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Guangdong/428/2020		sun_yat_sen_university_of_medical_sciences	vic	ha
B/Brisbane/27/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Hawaii/7/2019-egg	centers_for_disease_control_and_prevention	state_of_hawaii_department_of_health	vic	ha
B/Hawaii/7/2019	centers_for_disease_control_and_prevention	state_of_hawaii_department_of_health	vic	ha
B/Fukushima/10/2019	national_institute_of_infectious_diseases_(niid)	fukushima_prefectural_institute_of_public_health	vic	ha
B/Singapore/KK1122/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Kagawa/20111/2020	national_institute_of_infectious_diseases_(niid)	kagawa_prefectural_research_institute_for_environmental_sciences_and_public_health	vic	ha
B/Victoria/4/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/Fujian-Cangshan/1662/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Fujian-Cangshan/1662/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Shanghai-Jingan/198/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Bangladesh/897/2019	centers_for_disease_control_and_prevention	institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic)	vic	ha
B/Guangdong-Xiangqiao/1626/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Singapore/KK0623/2020	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Victoria/2111/2019	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	ha
B/Jiangxi-Yushui/1501/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Vietnam/Vnhcm-Gs26/2020	centers_for_disease_control_and_prevention	pasteur_institute,_influenza_laboratory	vic	ha
B/Wisconsin/26/2020	centers_for_disease_control_and_prevention	marshfield_clinic_research_foundation	vic	ha
B/Wisconsin/13/2020	centers_for_disease_control_and_prevention	marshfield_clinic_research_foundation	vic	ha
B/Sohar/7369/2019	crick_worldwide_influenza_centre	central_public_health_laboratory,_ministry_of_health	vic	ha
B/Jamaica/9179/2020	centers_for_disease_control_and_prevention	university_of_the_west_indies	vic	ha
B/Guangdong-Dongwanbendi/1523/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Okinawa/18T030/2019	niigata_university	niigata_university	vic	ha
B/Okinawa/18T044/2019	niigata_university	niigata_university	vic	ha
B/Philippines/31/2019	who_collaborating_centre_for_reference_and_research_on_influenza	research_institute_of_tropical_medicine	vic	ha
B/Victoria/16/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/ElSalvador/935/2019	centers_for_disease_control_and_prevention	contiguo_a_hospital_rosales	vic	ha
B/Osasco/1420639-IAL/2019	instituto_adolfo_lutz	instituto_adolfo_lutz	vic	ha
B/Guarulhos/1466531-IAL/2020	instituto_adolfo_lutz	instituto_adolfo_lutz	vic	ha
B/Campinas/1384760-IAL/2019	instituto_adolfo_lutz	instituto_adolfo_lutz	vic	ha
B/SaoPaulo/IAL/C5054/2020	instituto_adolfo_lutz	instituto_adolfo_lutz___regional_de_santo_andre	vic	ha
B/Taubate/1430235-IAL/2020	instituto_adolfo_lutz	instituto_adolfo_lutz	vic	ha
B/Singapore/KK1293/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/HongKong/34/2019	hong_kong_department_of_health	hong_kong_department_of_health	vic	ha
B/Norway/2164/2019	norwegian_institute_of_public_health	mikrobiologisk_laboratorium,_sykehuset_i_vestfold	vic	ha
B/Myanmar/19M076/2019	niigata_university	niigata_university	vic	ha
B/Myanmar/19M125/2019	niiigata_university	niigata_university_(dph)	vic	ha
B/Myanmar/19M164/2019	niigata_university	niigata_university	vic	ha
B/Perth/3/2020	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre	vic	ha
B/Victoria/10/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/HongKong/46/2019	hong_kong_department_of_health	hong_kong_department_of_health	vic	ha
B/Hiroshima/17/2019	national_institute_of_infectious_diseases_(niid)	center_for_public_health_and_environment,_hiroshima_prefectural_technology_research_institute	vic	ha
B/Victoria/9/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/Victoria/921/2019	who_collaborating_centre_for_reference_and_research_on_influenza	royal_chidrens_hospital	vic	ha
B/Singapore/KK0701/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Singapore/TT0379/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Bolivia/1110/2019	centers_for_disease_control_and_prevention	instituto_nacional_de_laboratoriosde_salud_(inlasa)	vic	ha
B/Sydney/1048/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institute_of_medical_and_veterinary_science_(imvs)	vic	ha
B/Hunan-Yuhu/114/2020-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hunan-Yuhu/114/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Manitoba/RV2456/2019	public_health_agency_of_canada_(phac)	cadham_provincial_laboratory	vic	ha
B/StPetersburg/RII-3449S/2020	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	ha
B/Indonesia/NIHRDDPS817/2020	who_collaborating_centre_for_reference_and_research_on_influenza	ministry_of_health,_nihrd	vic	ha
B/Alberta/RV2625/2019	public_health_agency_of_canada_(phac)	provincial_laboratory_for_public_health_for_northern_alberta	vic	ha
B/Guangxi-Xinning/11047/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Kobe/19294/2019	national_institute_of_infectious_diseases_(niid)	kobe_institute_of_health	vic	ha
B/England/194980797/2019	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england	vic	ha
B/Jiangsu-Tinghu/11906/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Darwin/138/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/SaudiArabia/467984/2019	crick_worldwide_influenza_centre	ministry_of_health_riyadh	vic	ha
B/England/93320735/2019	microbiology_services_colindale,_public_health_england	microbiology_services_colindale,_public_health_england	vic	ha
B/India/1591/2019	centers_for_disease_control_and_prevention	national_institute_of_virology	vic	ha
B/Osaka-C/1/2019	national_institute_of_infectious_diseases_(niid)	osaka_city_institute_of_public_health_and_environmental_sciences	vic	ha
B/Texas/11825/2019	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Nagano-C/16/2020	national_institute_of_infectious_diseases_(niid)	nagano_city_health_center	vic	ha
B/Kyrgyzstan/307/2019	crick_worldwide_influenza_centre	national_virology_laboratory,_center_microbiological_investigations	vic	ha
B/Ireland/28115/2019	crick_worldwide_influenza_centre	ucd_national_virus_reference_laboratory__	vic	ha
B/StPetersburg/RII-325S/2019	who_national_influenza_centre_russian_federation	"fbuz_""center_of_hyhiene_and_epidemiology"""	vic	ha
B/StPetersburg/RII-438S/2019	who_national_influenza_centre_russian_federation	research_institute_of_influenza,_ministry_of_healthcare_of_the_russian_federation	vic	ha
B/Astrakhan/RII-1972S/2020	who_national_influenza_centre_russian_federation	center_of_hygiene_and_epidemiology_in_astrakhan_region	vic	ha
B/Ekaterinburg/RII-52S/2020	who_national_influenza_centre_russian_federation	ekaterinburg_research_institute_of_viral_infections	vic	ha
B/Astrakhan/41/2020	crick_worldwide_influenza_centre	who_national_influenza_centre_russian_federation	vic	ha
B/Darwin/20/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/20/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/39/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/8/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Yokohama/14/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Yokohama/13/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Darwin/8/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/7/2019-egg	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/7/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Darwin/13/2019	who_collaborating_centre_for_reference_and_research_on_influenza	influenza_surveillance_centre_for_disease_control	vic	ha
B/Tasmania/501/2020	who_collaborating_centre_for_reference_and_research_on_influenza	hobart_pathology	vic	ha
B/Perth/11/2019	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre	vic	ha
B/HongKong/410108/2019	the_university_of_hong_kong	the_university_of_hong_kong__	vic	ha
B/Singapore/TT0833/2019	ministry_of_health,_singapore	ministry_of_health,_singapore	vic	ha
B/Montenegro/206/2020	crick_worldwide_influenza_centre	institute_of_public_health	vic	ha
B/India/4674/2019	centers_for_disease_control_and_prevention	national_institute_of_virology	vic	ha
B/Ayutthaya/362/2019	who_collaborating_centre_for_reference_and_research_on_influenza	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	ha
B/Yunnan-Wenshan/1438/2020	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Macau/606787/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Malaysia/RP2122/2019	who_collaborating_centre_for_reference_and_research_on_influenza	institut_penyelidikan_perubatan	vic	ha
B/Hiroshima/6/2019	national_institute_of_infectious_diseases_(niid)	center_for_public_health_and_environment,_hiroshima_prefectural_technology_research_institute	vic	ha
B/Canberra/13/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canberra_hospital	vic	ha
B/Beijing-Haidian/1223/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Victoria/39/2019	who_collaborating_centre_for_reference_and_research_on_influenza	victorian_infectious_diseases_reference_laboratory_	vic	ha
B/Victoria/2098/2019	who_collaborating_centre_for_reference_and_research_on_influenza	alfred_hospital	vic	ha
B/Malaysia/RP0518/2020	who_collaborating_centre_for_reference_and_research_on_influenza	institut_penyelidikan_perubatan	vic	ha
B/Hunan-Liuyang/3140/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Hunan-Liuyang/3140/2019	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Yokohama/3/2019	national_institute_of_infectious_diseases_(niid)	yokohama_city_institute_of_public_health.	vic	ha
B/Lao/1149/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Lao/3476/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Lao/262/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Lao/3676/2019	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Lao/452/2020	centers_for_disease_control_and_prevention	national_center_for_laboratory_and_epidemiology	vic	ha
B/Lao/F0452/2020	national_institute_of_infectious_diseases_(niid)	national_center_for_laboratory_and_epidemiology	vic	ha
B/Washington/2/2019	centers_for_disease_control_and_prevention	washington_state_public_health_laboratory	vic	ha
B/Vietnam/Vnhcm-Gs514/2019	centers_for_disease_control_and_prevention	pasteur_institute,_influenza_laboratory	vic	ha
B/Taiwan/82309/2019	national_institute_of_infectious_diseases_(niid)	center_for_disease_control	vic	ha
B/Shanghai-Jinshan/1885/2019-egg	who_chinese_national_influenza_center	who_chinese_national_influenza_center	vic	ha
B/Stockholm/1/2019	public_health_agency_of_sweden		vic	ha
B/SuratThani/173/2019	centers_for_disease_control_and_prevention	who_national_influenza_centre,_national_institute_of_medical_research_(nimr)	vic	ha
B/Perth/33/2019	who_collaborating_centre_for_reference_and_research_on_influenza	pathwest_qe_ii_medical_centre	vic	ha
B/SouthKorea/11421/2020	u.s._air_force_school_of_aerospace_medicine	u.s._air_force_school_of_aerospace_medicine_	vic	ha
B/Canberra/60/2019	who_collaborating_centre_for_reference_and_research_on_influenza	canberra_hospital	vic	ha
B/Sydney/34/2019	who_collaborating_centre_for_reference_and_research_on_influenza	clinical_virology_unit,_cdim	vic	ha
B/Townsville/2/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_scientific_services	vic	ha
B/Brisbane/39/2019	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Townsville/1/2020	who_collaborating_centre_for_reference_and_research_on_influenza	queensland_health_forensic_and_scientific_services_	vic	ha
B/Volgograd/CRIE/9/2019	central_research_institute_of_epidemiology	center_of_hygiene_and_epidemiology_in_volgograd_oblast	vic	ha
